generated_at,record_source,freshness_flag,zotero_item_id,zotero_key,zotero_item_type,zotero_topic_collection,zotero_collection_paths,zotero_tier_collection,theme,title,authors,first_author,year,doi,url,venue,provisional_tier,tier_basis,evidence_role,scite_match_status,scite_canonical_doi,scite_url,scite_citing_publications_range,scite_supporting_context_range,scite_mentioning_context_range,scite_contrasting_context_range,scite_context_interpretation,quality_flags,recommended_next_step,screening_status,limitations
2026-07-01,zotero,zotero_added_since_2026-05-01,97,Q86FN9Y6,preprint,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security,,MCP security,Semantic Attacks on Tool-Augmented LLMs: Securing the Model Context Protocol Against Descriptor-Level Manipulation,Saeid Jamshidi; Arghavan Moradi Dakhel; Kawser Wazed Nafi; Foutse Khomh,Saeid Jamshidi,2026,10.48550/arXiv.2512.06556,http://arxiv.org/abs/2512.06556,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Protocol-mediated carrier and MCP risk/source candidate.,matched_in_scite_session,10.48550/arxiv.2512.06556,https://doi.org/10.48550/arxiv.2512.06556,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,new_arxiv_preprint,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,98,7D8YAKFC,preprint,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security,,MCP security,MCP-Guard: A Multi-Stage Defense-in-Depth Framework for Securing Model Context Protocol in Agentic AI,Wenpeng Xing; Zhonghao Qi; Yupeng Qin; Yilin Li; Caini Chang; Jiahui Yu; Changting Lin; Zhenzhen Xie; Meng Han,Wenpeng Xing,2026,10.48550/arXiv.2508.10991,http://arxiv.org/abs/2508.10991,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Protocol-mediated carrier and MCP risk/source candidate.,matched_in_scite_session,10.48550/arxiv.2508.10991,https://doi.org/10.48550/arxiv.2508.10991,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,new_arxiv_preprint,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,99,HPWZGUM9,journalArticle,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security,,MCP security,MCPTox: A Benchmark for Tool Poisoning on Real-World MCP Servers,Zhiqiang Wang; Yichao Gao; Yanting Wang; Suyuan Liu; Haifeng Sun; Haoran Cheng; Guanquan Shi; Haohua Du; Xiangyang Li,Zhiqiang Wang,2026,10.1609/aaai.v40i42.40895,https://ojs.aaai.org/index.php/AAAI/article/view/40895,Proceedings of the AAAI Conference on Artificial Intelligence,T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Protocol-mediated carrier and MCP risk/source candidate.,matched_in_scite_session,10.1609/aaai.v40i42.40895,https://doi.org/10.1609/aaai.v40i42.40895,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,"Read for MCP scope, carrier taxonomy, and whether claims are peer-reviewed or preprint-only.",included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,100,2DW3452X,preprint,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security,,MCP security,Beyond the Protocol: Unveiling Attack Vectors in the Model Context Protocol (MCP) Ecosystem,Hao Song; Yiming Shen; Wenxuan Luo; Leixin Guo; Ting Chen; Jiashui Wang; Beibei Li; Xiaosong Zhang; Jiachi Chen,Hao Song,2025,10.48550/arXiv.2506.02040,http://arxiv.org/abs/2506.02040,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Protocol-mediated carrier and MCP risk/source candidate.,matched_in_scite_session,10.48550/arxiv.2506.02040,https://doi.org/10.48550/arxiv.2506.02040,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,101,KGR36MVC,conferencePaper,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks,,Agent security benchmarks,Prompt Injection Attack to Tool Selection in LLM Agents,Jiawen Shi; Zenghui Yuan; Guiyao Tie; Pan Zhou,Jiawen Shi,2026,10.14722/ndss.2026.230675,https://www.ndss-symposium.org/ndss-paper/prompt-injection-attack-to-tool-selection-in-llm-agents/,The Network and Distributed System Security (NDSS) Symposium 2026,T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Benchmark/methodology candidate for task and metric design.,matched_in_scite_session,10.14722/ndss.2026.230675,https://doi.org/10.14722/ndss.2026.230675,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read methods/metrics and compare against proposed boundary-crossing metrics.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,102,RQ2ENFAS,conferencePaper,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks,,Agent security benchmarks,Les Dissonances: Cross-Tool Harvesting and Polluting in Pool-of-Tools Empowered LLM Agents,Zichuan Li; Jian Cui; Xiaojing Liao; Luyi Xing,Zichuan Li,,,https://www.ndss-symposium.org/ndss-paper/les-dissonances-cross-tool-harvesting-and-polluting-in-pool-of-tools-empowered-llm-agents/,The Network and Distributed System Security (NDSS) Symposium 2026,T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Benchmark/methodology candidate for task and metric design.,matched_in_scite_session,10.48550/arxiv.2504.03111,https://arxiv.org/pdf/2504.03111,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read methods/metrics and compare against proposed boundary-crossing metrics.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,104,DYQGJAAP,preprint,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks,,Agent security benchmarks,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,Meysam Alizadeh; Zeynab Samei; Daria Stetsenko; Fabrizio Gilardi,Meysam Alizadeh,2025,10.48550/arXiv.2506.01055,http://arxiv.org/abs/2506.01055,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Benchmark/methodology candidate for task and metric design.,matched_in_scite_session,10.48550/arxiv.2506.01055,http://arxiv.org/pdf/2506.01055,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,105,VU8H67BM,conferencePaper,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks,,Agent security benchmarks,OS-Harm: A Benchmark for Measuring Safety of Computer Use Agents,Thomas Kuntz; Agatha Duzan; Hao Zhao; Francesco Croce; J. Zico Kolter; Nicolas Flammarion; Maksym Andriushchenko,Thomas Kuntz,2025,,https://openreview.net/forum?id=Di30GwhQSX,The Thirty-ninth Annual Conference on Neural Information Processing Systems Datasets and Benchmarks Track,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Benchmark/methodology candidate for task and metric design.,matched_in_scite_session,10.48550/arxiv.2506.14866,https://arxiv.org/pdf/2506.14866,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read methods/metrics and compare against proposed boundary-crossing metrics.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,107,4IB3I8IZ,conferencePaper,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks,,Agent security benchmarks,SafeToolBench: Pioneering a Prospective Benchmark to Evaluating Tool Utilization Safety in LLMs,Hongfei Xia; Hongru Wang; Zeming Liu; Qian Yu; Yuhang Guo; Haifeng Wang,Hongfei Xia,2025,10.18653/v1/2025.findings-emnlp.958,,The 2025 Conference on Empirical Methods in Natural Language Processing,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Benchmark/methodology candidate for task and metric design.,matched_in_scite_session,10.18653/v1/2025.findings-emnlp.958,https://aclanthology.org/2025.findings-emnlp.958.pdf,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read methods/metrics and compare against proposed boundary-crossing metrics.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,108,DFY5UNTE,conferencePaper,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks,,Agent security benchmarks,AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,Maksym Andriushchenko; Alexandra Souly; Mateusz Dziemian; Derek Duenas; Maxwell Lin; Justin Wang; Dan Hendrycks; Andy Zou; J. Zico Kolter; Matt Fredrikson; Yarin Gal; Xander Davies,Maksym Andriushchenko,2024,,https://openreview.net/forum?id=AC5n7xHuR1,The Thirteenth International Conference on Learning Representations,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Benchmark/methodology candidate for task and metric design.,matched_in_scite_session,10.48550/arxiv.2410.09024,https://arxiv.org/pdf/2410.09024,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read methods/metrics and compare against proposed boundary-crossing metrics.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,109,FNFXMQXS,conferencePaper,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks,,Agent security benchmarks,ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,Junjie Ye; Sixian Li; Guanyu Li; Caishuang Huang; Songyang Gao; Yilong Wu; Qi Zhang; Tao Gui; Xuanjing Huang; Lun-Wei Ku; Andre Martins; Vivek Srikumar,Junjie Ye,2024,10.18653/v1/2024.acl-long.119,https://aclanthology.org/2024.acl-long.119/,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Benchmark/methodology candidate for task and metric design.,matched_in_scite_session,10.18653/v1/2024.acl-long.119,https://aclanthology.org/2024.acl-long.119.pdf,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read methods/metrics and compare against proposed boundary-crossing metrics.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,110,X5WNNHS5,conferencePaper,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks,,Agent security benchmarks,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,Yangjun Ruan; Honghua Dong; Andrew Wang; Silviu Pitis; Yongchao Zhou; Jimmy Ba; Yann Dubois; Chris J. Maddison; Tatsunori Hashimoto,Yangjun Ruan,2023,,https://openreview.net/forum?id=GEcwtMk1uA,The Twelfth International Conference on Learning Representations,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Benchmark/methodology candidate for task and metric design.,matched_in_scite_session,10.48550/arxiv.2309.15817,https://arxiv.org/pdf/2309.15817,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read methods/metrics and compare against proposed boundary-crossing metrics.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,111,6RMTGRMN,conferencePaper,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Attack generation and adaptive attacks,AmpleGCG: Learning a Universal and Transferable Generative Model of Adversarial Suffixes for Jailbreaking Both Open and Closed LLMs,Zeyi Liao; Huan Sun,Zeyi Liao,2024,,https://openreview.net/forum?id=UfqzXg95I5,First Conference on Language Modeling,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Adaptive attack/red-team/stress-test candidate.,matched_in_scite_session,10.48550/arxiv.2404.07921,https://arxiv.org/pdf/2404.07921,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,112,ZXM9GUF8,preprint,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Defences and guardrails,Universal and Transferable Adversarial Attacks on Aligned Language Models,Andy Zou; Zifan Wang; Nicholas Carlini; Milad Nasr; J. Zico Kolter; Matt Fredrikson,Andy Zou,2023,10.48550/arXiv.2307.15043,http://arxiv.org/abs/2307.15043,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Candidate defence/baseline for RQ2.,matched_in_scite_session,10.48550/arxiv.2307.15043,https://arxiv.org/pdf/2307.15043,100 to 249,5 to 9,1000 to 1999,0,Very high citation context; no Scite contrasting threshold hit in this query.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,114,WAU8IMK6,conferencePaper,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Prompt injection core,How Not to Detect Prompt Injections with an LLM,Sarthak Choudhary; Divyam Anshumaan; Nils Palumbo; Somesh Jha,Sarthak Choudhary,2026,10.1145/3733799.3762980,https://dl.acm.org/doi/10.1145/3733799.3762980,Proceedings of the 18th ACM Workshop on Artificial Intelligence and Security,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Threat model and indirect prompt-injection foundation.,matched_in_scite_session,10.1145/3733799.3762980,https://doi.org/10.1145/3733799.3762980,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,115,EVADLPKD,conferencePaper,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Prompt injection core,ChatInject: Abusing Chat Templates for Prompt Injection in LLM Agents,Hwan Chang; Yonghyun Jun; Hwanhee Lee,Hwan Chang,2025,,https://openreview.net/forum?id=WVhgFSKniL,The Fourteenth International Conference on Learning Representations,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Threat model and indirect prompt-injection foundation.,matched_in_scite_session,10.48550/arxiv.2509.22830,https://arxiv.org/pdf/2509.22830,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,116,YS6QLNDB,conferencePaper,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Attack generation and adaptive attacks,AGENTVIGIL: Automatic Black-Box Red-teaming for Indirect Prompt Injection against LLM Agents,Zhun Wang; Vincent Siu; Zhe Ye; Tianneng Shi; Yuzhou Nie; Xuandong Zhao; Chenguang Wang; Wenbo Guo; Dawn Song; Christos Christodoulopoulos; Tanmoy Chakraborty; Carolyn Rose; Violet Peng,Zhun Wang,2025,10.18653/v1/2025.findings-emnlp.1258,https://aclanthology.org/2025.findings-emnlp.1258/,Findings of the Association for Computational Linguistics: EMNLP 2025,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Adaptive attack/red-team/stress-test candidate.,matched_in_scite_session,10.18653/v1/2025.findings-emnlp.1258,https://aclanthology.org/2025.findings-emnlp.1258.pdf,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,117,WQ6TQHNK,conferencePaper,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Defences and guardrails,Adaptive Attacks Break Defenses Against Indirect Prompt Injection Attacks on LLM Agents,Qiusi Zhan; Richard Fang; Henil Shalin Panchal; Daniel Kang; Luis Chiruzzo; Alan Ritter; Lu Wang,Qiusi Zhan,2025,10.18653/v1/2025.findings-naacl.395,https://aclanthology.org/2025.findings-naacl.395/,Findings of the Association for Computational Linguistics: NAACL 2025,T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Candidate defence/baseline for RQ2.,matched_in_scite_session,10.18653/v1/2025.findings-naacl.395,https://aclanthology.org/2025.findings-naacl.395.pdf,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read limitations and test assumptions before using as defence evidence.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,118,8SREKUGX,conferencePaper,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Defences and guardrails,Benchmarking and Defending against Indirect Prompt Injection Attacks on Large Language Models,Jingwei Yi; Yueqi Xie; Bin Zhu; Emre Kiciman; Guangzhong Sun; Xing Xie; Fangzhao Wu,Jingwei Yi,2025,10.1145/3690624.3709179,https://dl.acm.org/doi/10.1145/3690624.3709179,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.1,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Candidate defence/baseline for RQ2.,matched_in_scite_session,10.1145/3690624.3709179,https://doi.org/10.1145/3690624.3709179,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read limitations and test assumptions before using as defence evidence.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,119,7V6YFCJV,conferencePaper,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Prompt injection core,Tensor Trust: Interpretable Prompt Injection Attacks from an Online Game,Sam Toyer; Olivia Watkins; Ethan Adrian Mendes; Justin Svegliato; Luke Bailey; Tiffany Wang; Isaac Ong; Karim Elmaaroufi; Pieter Abbeel; Trevor Darrell; Alan Ritter; Stuart Russell,Sam Toyer,2023,,https://openreview.net/forum?id=fsW7wJGLBd,The Twelfth International Conference on Learning Representations,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Threat model and indirect prompt-injection foundation.,matched_in_scite_session,10.48550/arxiv.2311.01011,https://arxiv.org/pdf/2311.01011,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,120,I6USYZ47,preprint,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Prompt injection core,Prompt Injection attack against LLM-integrated Applications,Yi Liu; Gelei Deng; Yuekang Li; Kailong Wang; Zihao Wang; Xiaofeng Wang; Tianwei Zhang; Yepang Liu; Haoyu Wang; Yan Zheng; Leo Yu Zhang; Yang Liu,Yi Liu,2025,10.48550/arXiv.2306.05499,http://arxiv.org/abs/2306.05499,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Threat model and indirect prompt-injection foundation.,matched_in_scite_session,10.48550/arxiv.2306.05499,https://arxiv.org/pdf/2306.05499,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,121,6LHTLUWH,conferencePaper,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Prompt injection core,Ignore Previous Prompt: Attack Techniques For Language Models,Fábio Perez; Ian Ribeiro,Fábio Perez,2022,,https://openreview.net/forum?id=qiaRo_7Zmug,NeurIPS ML Safety Workshop,T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Threat model and indirect prompt-injection foundation.,matched_in_scite_session,10.48550/arxiv.2211.09527,https://arxiv.org/pdf/2211.09527,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,122,CRC2N6GB,conferencePaper,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Agent security benchmarks,StableToolBench: Towards Stable Large-Scale Benchmarking on Tool Learning of Large Language Models,Zhicheng Guo; Sijie Cheng; Hao Wang; Shihao Liang; Yujia Qin; Peng Li; Zhiyuan Liu; Maosong Sun; Yang Liu; Lun-Wei Ku; Andre Martins; Vivek Srikumar,Zhicheng Guo,2024,10.18653/v1/2024.findings-acl.664,https://aclanthology.org/2024.findings-acl.664/,Findings of the Association for Computational Linguistics: ACL 2024,T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Benchmark/methodology candidate for task and metric design.,matched_in_scite_session,10.18653/v1/2024.findings-acl.664,https://aclanthology.org/2024.findings-acl.664.pdf,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read methods/metrics and compare against proposed boundary-crossing metrics.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
